gene_name,TC_M_43_1,TC_M_43_2,TC_F_21_1,ATC_M_43_2,ATC_M_43_1,ATC_F_21_3,ATC_F_21_4,ATC_F_21_1,ATC_F_21_2
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP110,7.18,6.88,8.12,4.48,5.61,3.55,5.02,4.61,2.53
RNU6-721P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-908P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-65P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP232,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP16,4.45,3.79,3.66,1.12,1.49,1.73,0.78,0.51,1.27
RNU6-985P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-648P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-9P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-380P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00045,0.5,1.59,1.53,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-37P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNY4P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP151,3.69,2.4,2.53,1.18,1.03,0.87,1.29,0.95,1.0
RN7SKP266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-257P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-30P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP26,0.46,0.0,0.47,0.83,0.19,0.32,0.32,0.18,0.37
RNA5SP156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-26P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-588P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-17P,0.0,0.0,0.0,0.0,0.82,0.35,0.69,0.38,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-447P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-54P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
RNA5SP89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-43P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-262P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-101P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP114,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.2
RNU6-757P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-892P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-33P,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.39
RN7SKP111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-584P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1043P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-36P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1156P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-21P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-935P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1118P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1050P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-855P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-2P,40399.58,34055.97,47022.05,5563.22,6055.71,4873.41,4675.42,4373.72,4929.94
RNU6-1076P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-174P,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-613P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNY1P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP221,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.17,0.09
RNU2-29P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-710P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-20P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-355P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1186P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-34P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA36B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP127,1.05,2.04,0.18,0.0,0.0,0.12,0.49,0.13,0.0
RN7SKP152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-28P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-554P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-791P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP281,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-65P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-59P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0
RNU2-50P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-955P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-141P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1077P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-994P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-26P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP56,0.77,0.0,0.0,0.41,0.8,0.14,0.27,0.59,0.94
RN7SKP150,0.2,0.43,0.0,0.0,0.0,0.14,0.14,0.0,0.0
RNU6-1140P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-121P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-23P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-77P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-285P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA79B,12.91,13.75,22.77,23.25,14.67,24.79,9.67,15.64,29.28
RNU6-712P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-25P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,7.83,3.87,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13
RNA5SP451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-519P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-705P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-39P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-735P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1064P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-43P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1025P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-47P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-66P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00413,1.53,0.0,0.0,0.0,3.83,4.32,0.0,2.35,0.0
RN7SKP159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-887P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-49P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-628P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-69P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-402P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-52P,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1100P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-15P,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-48P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-37P,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-42P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP131,0.12,0.0,0.2,0.0,0.0,0.0,0.0,0.07,0.21
RNU6-1203P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-51P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-16P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-70P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-248P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-8P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-55P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-394P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP146,0.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0
RN7SKP213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1267P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-72P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-733P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0
RN7SKP182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP38,0.0,0.9,0.44,0.31,0.18,0.3,0.3,0.0,0.52
MIR1911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-63P,4.24,8.03,5.33,4.75,4.34,11.32,9.22,6.17,10.73
RNU2-7P,1.7,0.0,0.0,0.0,0.48,0.0,0.79,0.0,0.0
RNU4-64P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNY4P29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-6P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1190P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-46P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-53P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-684P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP106,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
RNU2-40P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-233P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-38P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-14P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-67P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-860P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-83P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-383P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-62P,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0
RNA5SP225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-47P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-68P,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.75,0.0
RNU4-27P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-321P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-920P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1086P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-565P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1328P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-78P,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0
RN7SKP33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,4.56,0.0,8.95,0.0,0.0,10.3
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1068P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1133P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP97,0.57,0.2,0.78,0.0,0.32,0.0,0.13,0.15,0.0
RNU6-193P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-564P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-41P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1148P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-172P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-370P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP58,0.0,0.23,0.0,0.16,0.18,0.15,0.15,0.17,0.0
RN7SKP262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-272P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-651P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
