gene_name,TC_M_43_1,TC_M_43_2,TC_F_21_1,ATC_M_43_2,ATC_M_43_1,ATC_F_21_3,ATC_F_21_4,ATC_F_21_1,ATC_F_21_2
RNU2-25P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-14P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU5A-5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-22P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-61P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP137,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP264,0.47,1.5,0.48,0.34,0.0,0.0,0.0,0.54,0.19
RNA5SP344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1135P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0
RNU6-55P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-284P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP268,0.0,0.0,0.0,0.15,0.0,0.14,0.14,0.0,0.0
RN7SKP144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-130P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-847P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1245P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-325P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-55P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP155,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-602P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRPP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP115,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15
RNU5E-9P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-72P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA74C-2,0.0,0.93,0.9,0.95,1.1,1.24,0.92,1.35,2.5
RNA5SP247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP296,0.73,1.17,0.76,0.79,1.54,1.3,0.51,0.71,1.05
RN7SKP102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-32P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-88P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-18P,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
RNY1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-61P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-373P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1199P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-177P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-293P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1001P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-22P,0.0,0.0,0.41,0.28,0.99,0.28,0.0,0.0,0.64
RN7SKP297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1217P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-74P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-607P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-938P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1054P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-63P,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0
RNU2-64P,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-785P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-575P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP492,0.0,20.21,13.01,2.28,10.59,0.0,0.0,2.44,2.57
RNU6-387P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-592P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-57P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP165,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
RNU6-195P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-954P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNY3P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP30,0.38,0.0,0.78,1.91,0.79,1.74,1.59,0.73,1.08
RNU6-1304P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-722P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-516P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP273,0.83,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0
RNU2-71P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1052P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-603P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-6P,0.0,0.0,0.0,2.83,1.24,0.35,0.34,0.0,0.4
RN7SKP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL158817.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC137630.1,0.19,1.31,0.33,0.7,0.76,0.6,0.77,0.65,0.16
AL359081.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST2H2BA,0.0,0.0,0.0,0.21,0.0,0.27,0.29,0.0,0.0
KLF2P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGLV9-49,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF385D-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL589763.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590666.1,1.33,1.56,1.64,0.48,0.33,0.09,0.28,0.2,0.22
EHHADH-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096559.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTH1P10,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.12,0.0
CDY15P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL513124.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC108066.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005104.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096638.1,0.38,0.0,0.39,0.27,0.32,0.27,0.53,0.29,0.0
AC244098.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL391987.3,0.11,0.0,0.0,0.33,0.76,0.16,0.39,0.87,0.46
AL356476.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H2APS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02068,0.01,0.0,0.0,0.01,0.01,0.0,0.02,0.01,0.01
SDCBP2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL445685.1,0.0,0.21,0.0,0.05,0.0,0.05,0.0,0.15,0.05
AC006210.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLDN10-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL118511.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRBV29OR9-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM22P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS10P7,2.12,2.4,2.68,4.54,4.46,3.72,5.9,6.87,6.04
AC027124.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP006748.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC074121.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XKRYP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP9YP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL009050.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS26P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM49D1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004554.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006022.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354854.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007274.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016716.1,0.07,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.0
AC010997.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139156.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011243.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND6P21,0.12,0.0,0.12,0.25,0.19,0.16,0.16,0.54,0.09
AC009988.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS29P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011625.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB4XP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC235097.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL589642.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TH2LCRR,0.0,0.0,0.0,0.37,0.24,0.37,0.0,0.0,0.11
USP17L2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
RPL6P21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL451065.1,0.0,0.0,0.66,0.0,0.27,0.23,0.22,0.25,0.0
AL590632.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL355298.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTATSF1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO7DN-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCAF1P1,1.69,1.48,0.68,1.46,2.51,1.66,1.59,2.16,1.18
GAPDHP69,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004471.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL353801.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01825,0.41,0.38,0.18,0.51,0.35,0.0,0.04,0.14,0.0
CALM1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL157371.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL117338.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099681.1,0.1,0.1,0.2,0.28,0.0,0.07,0.07,0.0,0.0
VN1R42P,0.18,0.58,0.19,0.91,1.21,0.51,0.63,0.98,0.74
AL441992.1,1.3,1.91,4.2,6.46,4.67,4.94,5.65,5.84,5.52
LINC02238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUTM2A-AS1,6.26,8.28,18.81,5.95,5.91,12.76,13.42,10.54,14.77
TRPC6P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPC6P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092198.1,0.0,0.0,0.0,0.04,0.03,0.07,0.06,0.04,0.07
FRMPD4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK6P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEFHP1,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.03,0.01
CHCHD2P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL391097.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239859.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOSC6,15.09,14.91,12.79,11.37,11.22,11.48,11.72,12.26,12.22
AC063979.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL929302.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC083862.1,0.0,0.08,0.08,0.03,0.0,0.0,0.05,0.03,0.0
VPS52,33.07,34.93,34.99,21.91,22.8,25.26,22.83,25.12,23.68
AL731537.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL353807.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
AL646090.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114402.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC20A1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP53,2.02,1.79,3.19,3.47,3.18,3.78,6.06,2.53,4.23
AC135983.2,22.65,23.17,54.06,12.88,11.65,35.61,44.25,37.03,37.97
CDRT15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL683807.1,7.29,9.75,3.58,6.91,6.36,3.47,3.2,3.35,3.23
AL683807.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0E1P2,0.61,0.65,0.63,0.0,0.26,0.0,0.21,0.0,0.25
AC004866.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFF2-IT1,0.0,0.0,0.27,0.0,0.22,0.0,0.0,0.0,0.0
AC010723.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1A1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF28P,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093690.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092598.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RABGAP1L-IT1,1.04,1.26,1.29,0.25,0.35,0.1,0.19,0.48,0.0
AL359094.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1A1P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012506.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008164.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL109947.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079602.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011431.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS15AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
AL024497.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCEAL4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005838.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00630,2.17,2.37,1.99,2.41,2.69,1.75,1.82,3.36,2.09
ZNF844,4.16,4.37,8.25,1.54,1.63,3.15,3.49,2.8,2.58
AC034228.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND5P28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB4XP4,0.94,0.91,0.62,0.62,0.79,0.48,0.68,0.26,0.35
AC098613.1,0.08,0.0,0.0,0.29,0.33,0.0,0.0,0.0,0.0
SMPD4P1,0.0,0.02,0.02,0.0,0.0,0.0,0.01,0.0,0.0
AC078851.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP9YP23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM60P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073136.1,0.0,0.0,0.02,0.02,0.14,0.06,0.15,0.07,0.09
AC005165.1,0.0,0.05,0.05,0.0,0.0,0.0,0.03,0.02,0.04
AP001599.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4F32P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069540.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNRC18P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL3P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP17L15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
AL592045.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRSX-IT1,0.48,0.17,0.5,0.35,0.4,0.17,0.22,0.12,0.2
DHRSX-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKMT1A,0.0,0.0,0.0,0.0,0.19,0.11,0.42,0.41,0.0
TINCR,0.66,0.8,0.55,0.4,0.39,0.36,0.38,0.29,0.75
TPMTP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMX2P3,0.46,0.99,0.74,0.26,0.09,0.11,0.07,0.04,0.34
AL355001.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590095.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL513365.1,0.2,0.22,0.31,0.15,0.09,0.29,0.21,0.0,0.0
TVP23CP1,0.0,0.0,0.34,0.0,0.0,0.0,0.06,0.0,0.0
LINC01312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139158.1,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
CENPVL1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.04
FNDC3CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL356806.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
LYPLA1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL138733.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL513523.1,1.76,2.15,1.88,0.66,0.86,0.65,0.9,0.79,0.66
EEF1A1P41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC125634.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007394.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC107399.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSCR4-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBD,0.0,0.23,0.09,0.12,0.0,0.19,0.19,0.13,0.19
SUPT20HL2,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
AC241585.1,0.21,0.0,0.2,0.88,0.45,0.33,0.66,0.0,0.37
ZNF735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL807761.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCO1P17,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM48P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK4P4,1.05,0.52,0.5,0.35,0.54,0.0,0.45,0.0,0.2
GSTA6P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL133268.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL033528.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYCSP32,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0
LINC01044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023449.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFA8P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
